orig_names_21,plot_name_21,date,geography,geography_code,Rural_Urban,total_pop,value,cob_region,cob,percs
Europe: United Kingdom: Scotland,Scotland,2011,Kingston upon Thames,E09000021,Total,160060,2230,Europe,Scotland,1.39
Europe: United Kingdom: Scotland,Scotland,2011,Merton,E09000024,Total,199693,2360,Europe,Scotland,1.18
Europe: United Kingdom: Scotland,Scotland,2011,Redbridge,E09000026,Total,278970,1691,Europe,Scotland,0.61
Europe: United Kingdom: Scotland,Scotland,2011,Richmond upon Thames,E09000027,Total,186990,3833,Europe,Scotland,2.05
Europe: United Kingdom: Scotland,Scotland,2011,Sutton,E09000029,Total,190146,1958,Europe,Scotland,1.03
Europe: United Kingdom: Scotland,Scotland,2011,Waltham Forest,E09000031,Total,258249,1950,Europe,Scotland,0.76
Europe: United Kingdom: United Kingdom not otherwise specified,United Kingdom not otherwise specified,2011,Camden,E09000007,Total,220338,49,Europe,United Kingdom not otherwise specified,0.02
Europe: United Kingdom: United Kingdom not otherwise specified,United Kingdom not otherwise specified,2011,City of London,E09000001,Total,7375,2,Europe,United Kingdom not otherwise specified,0.03
Europe: United Kingdom: United Kingdom not otherwise specified,United Kingdom not otherwise specified,2011,Hackney,E09000012,Total,246270,59,Europe,United Kingdom not otherwise specified,0.02
Europe: United Kingdom: United Kingdom not otherwise specified,United Kingdom not otherwise specified,2011,Hammersmith and Fulham,E09000013,Total,182493,35,Europe,United Kingdom not otherwise specified,0.02
Europe: United Kingdom: United Kingdom not otherwise specified,United Kingdom not otherwise specified,2011,Haringey,E09000014,Total,254926,77,Europe,United Kingdom not otherwise specified,0.03
Europe: United Kingdom: United Kingdom not otherwise specified,United Kingdom not otherwise specified,2011,Islington,E09000019,Total,206125,44,Europe,United Kingdom not otherwise specified,0.02
Europe: United Kingdom: United Kingdom not otherwise specified,United Kingdom not otherwise specified,2011,Kensington and Chelsea,E09000020,Total,158649,37,Europe,United Kingdom not otherwise specified,0.02
Europe: United Kingdom: United Kingdom not otherwise specified,United Kingdom not otherwise specified,2011,Lambeth,E09000022,Total,303086,70,Europe,United Kingdom not otherwise specified,0.02
Europe: United Kingdom: United Kingdom not otherwise specified,United Kingdom not otherwise specified,2011,Lewisham,E09000023,Total,275885,54,Europe,United Kingdom not otherwise specified,0.02
Europe: United Kingdom: United Kingdom not otherwise specified,United Kingdom not otherwise specified,2011,Newham,E09000025,Total,307984,171,Europe,United Kingdom not otherwise specified,0.06
Europe: United Kingdom: United Kingdom not otherwise specified,United Kingdom not otherwise specified,2011,Southwark,E09000028,Total,288283,68,Europe,United Kingdom not otherwise specified,0.02
Europe: United Kingdom: United Kingdom not otherwise specified,United Kingdom not otherwise specified,2011,Tower Hamlets,E09000030,Total,254096,73,Europe,United Kingdom not otherwise specified,0.03
Europe: United Kingdom: United Kingdom not otherwise specified,United Kingdom not otherwise specified,2011,Wandsworth,E09000032,Total,306995,62,Europe,United Kingdom not otherwise specified,0.02
Europe: United Kingdom: United Kingdom not otherwise specified,United Kingdom not otherwise specified,2011,Westminster,E09000033,Total,219396,62,Europe,United Kingdom not otherwise specified,0.03
Europe: United Kingdom: United Kingdom not otherwise specified,United Kingdom not otherwise specified,2011,Barking and Dagenham,E09000002,Total,185911,58,Europe,United Kingdom not otherwise specified,0.03
Europe: United Kingdom: United Kingdom not otherwise specified,United Kingdom not otherwise specified,2011,Barnet,E09000003,Total,356386,57,Europe,United Kingdom not otherwise specified,0.02
Europe: United Kingdom: United Kingdom not otherwise specified,United Kingdom not otherwise specified,2011,Bexley,E09000004,Total,231997,26,Europe,United Kingdom not otherwise specified,0.01
Europe: United Kingdom: United Kingdom not otherwise specified,United Kingdom not otherwise specified,2011,Brent,E09000005,Total,311215,102,Europe,United Kingdom not otherwise specified,0.03
Europe: United Kingdom: United Kingdom not otherwise specified,United Kingdom not otherwise specified,2011,Bromley,E09000006,Total,309392,26,Europe,United Kingdom not otherwise specified,0.01
Europe: United Kingdom: United Kingdom not otherwise specified,United Kingdom not otherwise specified,2011,Croydon,E09000008,Total,363378,71,Europe,United Kingdom not otherwise specified,0.02
Europe: United Kingdom: United Kingdom not otherwise specified,United Kingdom not otherwise specified,2011,Ealing,E09000009,Total,338449,105,Europe,United Kingdom not otherwise specified,0.03
Europe: United Kingdom: United Kingdom not otherwise specified,United Kingdom not otherwise specified,2011,Enfield,E09000010,Total,312466,78,Europe,United Kingdom not otherwise specified,0.02
Europe: United Kingdom: United Kingdom not otherwise specified,United Kingdom not otherwise specified,2011,Greenwich,E09000011,Total,254557,61,Europe,United Kingdom not otherwise specified,0.02
Europe: United Kingdom: United Kingdom not otherwise specified,United Kingdom not otherwise specified,2011,Harrow,E09000015,Total,239056,81,Europe,United Kingdom not otherwise specified,0.03
Europe: United Kingdom: United Kingdom not otherwise specified,United Kingdom not otherwise specified,2011,Havering,E09000016,Total,237232,18,Europe,United Kingdom not otherwise specified,0.01
Europe: United Kingdom: United Kingdom not otherwise specified,United Kingdom not otherwise specified,2011,Hillingdon,E09000017,Total,273936,74,Europe,United Kingdom not otherwise specified,0.03
Europe: United Kingdom: United Kingdom not otherwise specified,United Kingdom not otherwise specified,2011,Hounslow,E09000018,Total,253957,80,Europe,United Kingdom not otherwise specified,0.03
Europe: United Kingdom: United Kingdom not otherwise specified,United Kingdom not otherwise specified,2011,Kingston upon Thames,E09000021,Total,160060,20,Europe,United Kingdom not otherwise specified,0.01
Europe: United Kingdom: United Kingdom not otherwise specified,United Kingdom not otherwise specified,2011,Merton,E09000024,Total,199693,22,Europe,United Kingdom not otherwise specified,0.01
Europe: United Kingdom: United Kingdom not otherwise specified,United Kingdom not otherwise specified,2011,Redbridge,E09000026,Total,278970,88,Europe,United Kingdom not otherwise specified,0.03
Europe: United Kingdom: United Kingdom not otherwise specified,United Kingdom not otherwise specified,2011,Richmond upon Thames,E09000027,Total,186990,24,Europe,United Kingdom not otherwise specified,0.01
Europe: United Kingdom: United Kingdom not otherwise specified,United Kingdom not otherwise specified,2011,Sutton,E09000029,Total,190146,18,Europe,United Kingdom not otherwise specified,0.01
Europe: United Kingdom: United Kingdom not otherwise specified,United Kingdom not otherwise specified,2011,Waltham Forest,E09000031,Total,258249,60,Europe,United Kingdom not otherwise specified,0.02
Europe: United Kingdom: Wales,Wales,2011,Camden,E09000007,Total,220338,2014,Europe,Wales,0.91
Europe: United Kingdom: Wales,Wales,2011,City of London,E09000001,Total,7375,111,Europe,Wales,1.51
Europe: United Kingdom: Wales,Wales,2011,Hackney,E09000012,Total,246270,1697,Europe,Wales,0.69
Europe: United Kingdom: Wales,Wales,2011,Hammersmith and Fulham,E09000013,Total,182493,1626,Europe,Wales,0.89
Europe: United Kingdom: Wales,Wales,2011,Haringey,E09000014,Total,254926,1872,Europe,Wales,0.73
Europe: United Kingdom: Wales,Wales,2011,Islington,E09000019,Total,206125,1926,Europe,Wales,0.93
Europe: United Kingdom: Wales,Wales,2011,Kensington and Chelsea,E09000020,Total,158649,1125,Europe,Wales,0.71
Europe: United Kingdom: Wales,Wales,2011,Lambeth,E09000022,Total,303086,2800,Europe,Wales,0.92
Europe: United Kingdom: Wales,Wales,2011,Lewisham,E09000023,Total,275885,1802,Europe,Wales,0.65
Europe: United Kingdom: Wales,Wales,2011,Newham,E09000025,Total,307984,732,Europe,Wales,0.24
Europe: United Kingdom: Wales,Wales,2011,Southwark,E09000028,Total,288283,2263,Europe,Wales,0.78
Europe: United Kingdom: Wales,Wales,2011,Tower Hamlets,E09000030,Total,254096,1665,Europe,Wales,0.66
Europe: United Kingdom: Wales,Wales,2011,Wandsworth,E09000032,Total,306995,3433,Europe,Wales,1.12
Europe: United Kingdom: Wales,Wales,2011,Westminster,E09000033,Total,219396,1690,Europe,Wales,0.77
Europe: United Kingdom: Wales,Wales,2011,Barking and Dagenham,E09000002,Total,185911,485,Europe,Wales,0.26
Europe: United Kingdom: Wales,Wales,2011,Barnet,E09000003,Total,356386,2048,Europe,Wales,0.57
Europe: United Kingdom: Wales,Wales,2011,Bexley,E09000004,Total,231997,1101,Europe,Wales,0.47
Europe: United Kingdom: Wales,Wales,2011,Brent,E09000005,Total,311215,1108,Europe,Wales,0.36
Europe: United Kingdom: Wales,Wales,2011,Bromley,E09000006,Total,309392,2391,Europe,Wales,0.77
Europe: United Kingdom: Wales,Wales,2011,Croydon,E09000008,Total,363378,1927,Europe,Wales,0.53
Europe: United Kingdom: Wales,Wales,2011,Ealing,E09000009,Total,338449,2212,Europe,Wales,0.65
Europe: United Kingdom: Wales,Wales,2011,Enfield,E09000010,Total,312466,1185,Europe,Wales,0.38
Europe: United Kingdom: Wales,Wales,2011,Greenwich,E09000011,Total,254557,1534,Europe,Wales,0.6
Europe: United Kingdom: Wales,Wales,2011,Harrow,E09000015,Total,239056,1220,Europe,Wales,0.51
Europe: United Kingdom: Wales,Wales,2011,Havering,E09000016,Total,237232,1051,Europe,Wales,0.44
Europe: United Kingdom: Wales,Wales,2011,Hillingdon,E09000017,Total,273936,1910,Europe,Wales,0.7
Europe: United Kingdom: Wales,Wales,2011,Hounslow,E09000018,Total,253957,1532,Europe,Wales,0.6
Europe: United Kingdom: Wales,Wales,2011,Kingston upon Thames,E09000021,Total,160060,1650,Europe,Wales,1.03
Europe: United Kingdom: Wales,Wales,2011,Merton,E09000024,Total,199693,1523,Europe,Wales,0.76
Europe: United Kingdom: Wales,Wales,2011,Redbridge,E09000026,Total,278970,1096,Europe,Wales,0.39
Europe: United Kingdom: Wales,Wales,2011,Richmond upon Thames,E09000027,Total,186990,2759,Europe,Wales,1.48
Europe: United Kingdom: Wales,Wales,2011,Sutton,E09000029,Total,190146,1246,Europe,Wales,0.66
Europe: United Kingdom: Wales,Wales,2011,Waltham Forest,E09000031,Total,258249,1094,Europe,Wales,0.42
Middle East and Asia: Central Asia,Central Asia,2011,Camden,E09000007,Total,220338,253,Middle East and Asia,Central Asia,0.11
Middle East and Asia: Central Asia,Central Asia,2011,City of London,E09000001,Total,7375,12,Middle East and Asia,Central Asia,0.16
Middle East and Asia: Central Asia,Central Asia,2011,Hackney,E09000012,Total,246270,148,Middle East and Asia,Central Asia,0.06
Middle East and Asia: Central Asia,Central Asia,2011,Hammersmith and Fulham,E09000013,Total,182493,201,Middle East and Asia,Central Asia,0.11
Middle East and Asia: Central Asia,Central Asia,2011,Haringey,E09000014,Total,254926,253,Middle East and Asia,Central Asia,0.1
Middle East and Asia: Central Asia,Central Asia,2011,Islington,E09000019,Total,206125,136,Middle East and Asia,Central Asia,0.07
Middle East and Asia: Central Asia,Central Asia,2011,Kensington and Chelsea,E09000020,Total,158649,214,Middle East and Asia,Central Asia,0.13
Middle East and Asia: Central Asia,Central Asia,2011,Lambeth,E09000022,Total,303086,147,Middle East and Asia,Central Asia,0.05
Middle East and Asia: Central Asia,Central Asia,2011,Lewisham,E09000023,Total,275885,109,Middle East and Asia,Central Asia,0.04
Middle East and Asia: Central Asia,Central Asia,2011,Newham,E09000025,Total,307984,226,Middle East and Asia,Central Asia,0.07
Middle East and Asia: Central Asia,Central Asia,2011,Southwark,E09000028,Total,288283,206,Middle East and Asia,Central Asia,0.07
Middle East and Asia: Central Asia,Central Asia,2011,Tower Hamlets,E09000030,Total,254096,418,Middle East and Asia,Central Asia,0.16
Middle East and Asia: Central Asia,Central Asia,2011,Wandsworth,E09000032,Total,306995,136,Middle East and Asia,Central Asia,0.04
Middle East and Asia: Central Asia,Central Asia,2011,Westminster,E09000033,Total,219396,499,Middle East and Asia,Central Asia,0.23
Middle East and Asia: Central Asia,Central Asia,2011,Barking and Dagenham,E09000002,Total,185911,59,Middle East and Asia,Central Asia,0.03
Middle East and Asia: Central Asia,Central Asia,2011,Barnet,E09000003,Total,356386,224,Middle East and Asia,Central Asia,0.06
Middle East and Asia: Central Asia,Central Asia,2011,Bexley,E09000004,Total,231997,58,Middle East and Asia,Central Asia,0.03
Middle East and Asia: Central Asia,Central Asia,2011,Brent,E09000005,Total,311215,177,Middle East and Asia,Central Asia,0.06
Middle East and Asia: Central Asia,Central Asia,2011,Bromley,E09000006,Total,309392,81,Middle East and Asia,Central Asia,0.03
Middle East and Asia: Central Asia,Central Asia,2011,Croydon,E09000008,Total,363378,67,Middle East and Asia,Central Asia,0.02
Middle East and Asia: Central Asia,Central Asia,2011,Ealing,E09000009,Total,338449,193,Middle East and Asia,Central Asia,0.06
Middle East and Asia: Central Asia,Central Asia,2011,Enfield,E09000010,Total,312466,106,Middle East and Asia,Central Asia,0.03
Middle East and Asia: Central Asia,Central Asia,2011,Greenwich,E09000011,Total,254557,118,Middle East and Asia,Central Asia,0.05
Middle East and Asia: Central Asia,Central Asia,2011,Harrow,E09000015,Total,239056,30,Middle East and Asia,Central Asia,0.01
Middle East and Asia: Central Asia,Central Asia,2011,Havering,E09000016,Total,237232,19,Middle East and Asia,Central Asia,0.01
Middle East and Asia: Central Asia,Central Asia,2011,Hillingdon,E09000017,Total,273936,45,Middle East and Asia,Central Asia,0.02
Middle East and Asia: Central Asia,Central Asia,2011,Hounslow,E09000018,Total,253957,110,Middle East and Asia,Central Asia,0.04
Middle East and Asia: Central Asia,Central Asia,2011,Kingston upon Thames,E09000021,Total,160060,81,Middle East and Asia,Central Asia,0.05
Middle East and Asia: Central Asia,Central Asia,2011,Merton,E09000024,Total,199693,98,Middle East and Asia,Central Asia,0.05
Middle East and Asia: Central Asia,Central Asia,2011,Redbridge,E09000026,Total,278970,73,Middle East and Asia,Central Asia,0.03
Middle East and Asia: Central Asia,Central Asia,2011,Richmond upon Thames,E09000027,Total,186990,81,Middle East and Asia,Central Asia,0.04
Middle East and Asia: Central Asia,Central Asia,2011,Sutton,E09000029,Total,190146,39,Middle East and Asia,Central Asia,0.02
Middle East and Asia: Central Asia,Central Asia,2011,Waltham Forest,E09000031,Total,258249,191,Middle East and Asia,Central Asia,0.07
Middle East and Asia: Eastern Asia: China,China,2011,Camden,E09000007,Total,220338,2036,Middle East and Asia,China,0.92
Middle East and Asia: Eastern Asia: China,China,2011,City of London,E09000001,Total,7375,96,Middle East and Asia,China,1.3
Middle East and Asia: Eastern Asia: China,China,2011,Hackney,E09000012,Total,246270,1003,Middle East and Asia,China,0.41
Middle East and Asia: Eastern Asia: China,China,2011,Hammersmith and Fulham,E09000013,Total,182493,1027,Middle East and Asia,China,0.56
Middle East and Asia: Eastern Asia: China,China,2011,Haringey,E09000014,Total,254926,1490,Middle East and Asia,China,0.58
Middle East and Asia: Eastern Asia: China,China,2011,Islington,E09000019,Total,206125,1413,Middle East and Asia,China,0.69
Middle East and Asia: Eastern Asia: China,China,2011,Kensington and Chelsea,E09000020,Total,158649,1301,Middle East and Asia,China,0.82
Middle East and Asia: Eastern Asia: China,China,2011,Lambeth,E09000022,Total,303086,1074,Middle East and Asia,China,0.35
Middle East and Asia: Eastern Asia: China,China,2011,Lewisham,E09000023,Total,275885,2077,Middle East and Asia,China,0.75
Middle East and Asia: Eastern Asia: China,China,2011,Newham,E09000025,Total,307984,1407,Middle East and Asia,China,0.46
Middle East and Asia: Eastern Asia: China,China,2011,Southwark,E09000028,Total,288283,3045,Middle East and Asia,China,1.06
